	nodes	xpaths
254	(4767)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[32]/fieldset/label/span[2]
255	Affordability	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[3]
256	Low Income	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[1]/a/label/span[1]
257	(394)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[1]/a/label/span[2]
258	Luxury	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[2]/a/label/span[1]
259	(2782)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[2]/a/label/span[2]
260	Cheap	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[3]/a/label/span[1]
261	(4760)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[3]/a/label/span[2]
262	Keywords	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[4]
263	Keyword search, separate by commas.	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[4]/label
264	Square Feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[5]
265	minimum square feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/label[1]
266	No Min	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[1]
267	400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[2]
268	500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[3]
269	600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[4]
270	700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[5]
271	800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[6]
272	900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[7]
273	1,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[8]
274	1,100	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[9]
275	1,200	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[10]
276	1,300	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[11]
277	1,400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[12]
278	1,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[13]
279	1,600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[14]
280	1,700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[15]
281	1,800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[16]
282	1,900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[17]
283	2,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[18]
284	2,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[19]
285	3,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[20]
286	3,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[21]
287	4,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[22]
288	4,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[23]
289	to	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/span
290	maximum square feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/label[2]
291	No Max	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[1]
292	400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[2]
293	500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[3]
294	600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[4]
295	700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[5]
296	800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[6]
297	900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[7]
298	1,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[8]
299	1,100	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[9]
300	1,200	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[10]
301	1,300	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[11]
302	1,400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[12]
303	1,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[13]
304	1,600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[14]
305	1,700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[15]
306	1,800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[16]
307	1,900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[17]
308	2,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[18]
309	2,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[19]
310	3,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[20]
311	3,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[21]
312	4,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[22]
313	4,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[23]
314	Rating	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[6]
315	(8661)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[1]/fieldset/label/span
316	(2048)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[2]/fieldset/label/span
317	Save Search	/html/body/div[1]/main/section/section[1]/div[1]/section/button[1]/span
318	Done	/html/body/div[1]/main/section/section[1]/div[1]/section/button[2]
319	Clear	/html/body/div[1]/main/section/section[1]/div[1]/section/button[3]
320	Travel Time	/html/body/div[1]/main/section/section[1]/div[2]/div/h2
321	Choose a destination	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/label
322	*Please enter your address or point of interest	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/p
323	Select transportation method	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/label
324	Drive	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[1]/span
325	Transit	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[2]/span
326	Walk	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[3]/span
327	Bike	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[4]/span
328	Ideal commute time	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/label
329	Under 15 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[1]
330	Under 30 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[2]
331	Under 45 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[3]
332	Under 1 hour	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[4]
333	Set traffic type	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/label
334	Rush Hour	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[1]
335	No Traffic	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[2]
336	Your Destinations	/html/body/div[1]/main/section/section[1]/div[2]/div/div[2]/label
337	Walkscore® Travel Time	/html/body/div[1]/main/section/section[1]/div[2]/footer/label/a
338	Clear	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[1]
339	Done	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[2]
340	Add Another	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[3]
341	Chicago	/html/body/div[1]/main/section/section[2]/section/section/header/div[1]/h2
342	Lakefront	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[1]
343	Nightlife	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[2]
344	Mass Transit	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[3]
345	Urban	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[4]
346	Nightlife	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[5]
347	Diverse	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[6]
348	Artistic	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[7]
349	Lincoln Park Zoo	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[1]
350	Grant Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[2]
351	Millennium Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[3]
352	Navy Pier	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[4]
353	Magnificent Mile	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[5]
354	Explore the City	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/h3
355	Aerial view of the city	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[1]/p
356	Cloud Gate at dusk	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[2]/p
357	"Riding the ""L"" in Chicago"	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[3]/p
358	The Chicago Stock Exchange is on LaSalle Street	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[4]/p
359	Lighted trees along the Navy Pier	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[5]/p
360	Shopping along the Magnificent Mile	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[6]/p
361	Rent Trends	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/h3
362	Beds	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[1]
363	Avg Sq Ft	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[2]
364	Avg Rent	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[3]
365	Studio	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[1]
366	442	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[2]
367	$1,282	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[3]
368	1 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[1]
369	657	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[2]
370	$1,611	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[3]
371	2 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[1]
372	925	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[2]
373	$2,090	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[3]
374	3 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[1]
375	1,189	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[2]
376	$2,615	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[3]
377	Articles	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/h3
378	The Best Neighborhoods for Commuting to Downtown Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/h4
379	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/a
380	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[2]/div[2]/a
381	Safe Neighborhoods in Chicago for Renters	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/h4
382	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/a
383	Ratings	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/h3
384	Walk Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/span
385	83	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/div/div[2]/span[1]
386	Very Walkable	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/div/div[2]/span[2]
387	Transit Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/span
388	69	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/div/div[2]/span[1]
389	Good Transit	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/div/div[2]/span[2]
390	Bike Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/span
391	77	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/div/div[2]/span[1]
392	Very Bikeable	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/div/div[2]/span[2]
393	Demographics	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/h3
394	Statistic	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[1]
395	Value	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[2]
396	Per Capita Income	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[1]
397	$56,296	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[2]
398	Median Household Income	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[1]
399	$76,624	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[2]
400	Total Population	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[1]
401	9,441,860 people	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[2]
402	Average Age	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[1]
403	38 years old	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[2]
404	Average Rent	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[1]
405	$1,611 per month	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[2]
406	Monthly Rent Change	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[6]/td[1]
407	5.41%	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[6]/td[2]
408	Top Schools	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/h3
409	Elementary	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[1]/a
410	Middle	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[2]/a
411	High	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[3]/a
412	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/p[1]
413	Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/p[2]
414	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[1]
415	266 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[2]
416	(773) 535-0040	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[3]
417	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[2]/div/span
418	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/p[1]
419	Disney Elementary Magnet School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/p[2]
420	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[1]
421	1,520 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[2]
422	(773) 534-5840	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[3]
423	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[2]/div/span
424	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/p[1]
425	Healy Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/p[2]
426	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[1]
427	1,410 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[2]
428	(773) 534-9190	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[3]
429	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[2]/div/span
430	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/p[1]
431	Skinner Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/p[2]
432	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[1]
433	1,211 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[2]
434	(773) 534-7790	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[3]
435	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[2]/div/span
436	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/p[1]
437	Lincoln Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/p[2]
438	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[1]
439	956 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[2]
440	(773) 534-5720	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[3]
441	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[2]/div/span
442	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/p[1]
443	Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/p[2]
444	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[1]
445	266 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[2]
446	(773) 535-0040	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[3]
447	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[2]/div/span
448	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/p[1]
449	Disney Elementary Magnet School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/p[2]
450	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[1]
451	1,520 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[2]
452	(773) 534-5840	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[3]
453	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[2]/div/span
454	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/p[1]
455	Healy Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/p[2]
456	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[1]
457	1,410 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[2]
458	(773) 534-9190	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[3]
459	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[2]/div/span
460	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/p[1]
461	Skinner Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/p[2]
462	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[1]
463	1,211 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[2]
464	(773) 534-7790	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[3]
465	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[2]/div/span
466	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/p[1]
467	Lincoln Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/p[2]
468	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[1]
469	956 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[2]
470	(773) 534-5720	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[3]
471	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[2]/div/span
472	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/p[1]
473	Jones College Prep High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/p[2]
474	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[1]
475	1,908 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[2]
476	(773) 534-8600	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[3]
477	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[2]/div/span
478	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/p[1]
479	Payton College Preparatory High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/p[2]
480	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[1]
481	1,153 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[2]
482	(773) 534-0034	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[3]
483	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[2]/div/span
484	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/p[1]
485	Northside College Preparatory High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/p[2]
486	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[1]
487	1,090 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[2]
488	(773) 534-3954	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[3]
489	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[2]/div/span
490	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/p[1]
491	Devry Advantage Academy High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/p[2]
492	Grades 11-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[1]
493	193 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[2]
494	(773) 697-2216	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[3]
495	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[2]/div/span
496	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/p[1]
497	Westinghouse High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/p[2]
498	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[1]
499	1,203 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[2]
500	(773) 534-6400	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[3]
